"Hot Spot","Self Time (microseconds)","Average Time (microseconds)","Invocations"
"org.apache.ignite.internal.processors.cache.distributed.dht.GridDhtGetSingleFuture.toEntryInfo",300054,3,94958
"java.lang.Object.getClass",298252,0,1778137
"org.apache.ignite.internal.pagemem.impl.PageMemoryNoStoreImpl.acquirePage",294532,0,305042
"sun.misc.Unsafe.putByte",293975,0,2799142
"java.util.concurrent.locks.LockSupport.unpark",291371,2,99803
"org.apache.ignite.internal.processors.tracing.MTC.span",290986,0,906284
"org.apache.ignite.internal.direct.DirectMessageReader.setBuffer",290177,0,610096
"org.apache.ignite.internal.direct.DirectMessageReader.isLastRead",274862,0,2405121
"org.apache.ignite.internal.processors.cache.persistence.tree.io.BPlusLeafIO.offset",272461,0,885345
"org.apache.ignite.internal.util.GridUnsafe.getLong",270954,0,905042
"org.apache.ignite.internal.pagemem.PageUtils.getLong",262144,0,905042
"org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2.readShort",260601,0,400008
"org.apache.ignite.spi.communication.tcp.internal.InboundConnectionHandler.onMessage",260237,2,103129
"org.apache.ignite.internal.processors.metric.impl.LongAdderMetric.increment",257973,0,905065
"org.apache.ignite.internal.util.nio.GridNioFilterAdapter.proceedSessionWrite",257153,0,300012
"org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2.writeShort",256767,0,416262
"org.apache.ignite.internal.util.OffheapReadWriteLock.lockCount",253029,0,1520168
"org.apache.ignite.internal.processors.cache.GridCacheIoManager$1.onMessage",248814,2,100002
"org.apache.ignite.internal.util.GridUnsafe.getLongVolatile",246589,0,610084
"org.apache.ignite.internal.pagemem.PageUtils.getByte",244052,0,794793
"org.apache.ignite.internal.util.GridUnsafe.getByte(long)",241612,0,794793
"org.apache.ignite.internal.processors.cache.persistence.CacheDataRowAdapter.readFullRow",240380,2,100000
"org.apache.ignite.internal.processors.cache.GridCacheIoManager.send",239500,2,100002
"sun.misc.Unsafe.getShort",235798,0,1425210
"org.apache.ignite.internal.processors.cache.GridCacheIoManager.handleMessage",235320,2,100002
"org.apache.ignite.internal.direct.DirectMessageWriter.setBuffer",234677,0,501138
"org.apache.ignite.internal.processors.cache.distributed.dht.topology.GridDhtLocalPartition.state",230843,0,577856
"org.apache.ignite.internal.direct.DirectMessageReader.readLong",228024,0,489926
"org.apache.ignite.internal.processors.cache.distributed.dht.GridDhtGetSingleFuture.map",227222,2,94958
"org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2.writeMessage",225123,0,316259
"org.apache.ignite.internal.managers.communication.GridIoManager.invokeListener",221607,2,100003
"org.apache.ignite.internal.util.nio.GridNioServer$DirectNioClientWorker.processRead",220833,2,101648
"org.apache.ignite.spi.communication.tcp.internal.ConnectionClientPool.reserveClient",217475,2,100003
"org.apache.ignite.internal.util.worker.GridWorker.blockingSectionEnd",215109,0,510019
"org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.PageLockTracker.lock0",214713,0,615126
"java.util.concurrent.atomic.AtomicLong.get",208458,0,1233842
"org.apache.ignite.internal.util.nio.GridDirectParser.decode",205343,1,103129
"org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.PageLockTracker.lock",204636,0,615126
"org.apache.ignite.internal.processors.cache.GridCacheIoManager.onMessageProcessed",203052,2,100002
"sun.misc.Unsafe.getInt",202099,0,1185345
"org.apache.ignite.internal.processors.cache.persistence.CacheDataRowAdapter.doInitFromLink",201860,2,100000
"java.util.concurrent.atomic.LongAdder.add",200467,0,1209847
"org.apache.ignite.internal.direct.DirectMessageReader.readMessage",200026,0,400008
"org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.PageLockTracker.onReadLock",197922,0,200000
"org.apache.ignite.internal.processors.cache.persistence.tree.io.AbstractDataPageIO.readPayload",196691,0,200000
"org.apache.ignite.internal.processors.cache.GridCacheMessage.readFrom",195114,1,100002
"org.apache.ignite.internal.processors.cache.distributed.dht.GridDhtGetSingleFuture.getAsync",195099,2,94958
"org.apache.ignite.internal.direct.DirectMessageReader.readInt",194955,0,400008
"org.apache.ignite.internal.binary.BinaryObjectImpl.writeTo",190538,2,94958
"org.apache.ignite.internal.managers.communication.GridIoManager.send",190534,1,100003
"org.apache.ignite.internal.util.nio.GridNioServer.send0",189147,1,100005
"org.apache.ignite.internal.util.worker.CycleThread.run",60000119,60000119,1
