"Hot Spot","Self Time (microseconds)","Average Time (microseconds)","Invocations"
"org.apache.ignite.internal.processors.cache.tree.AbstractDataLeafIO.getHash",346424,0,685013
"org.apache.ignite.internal.util.OffheapReadWriteLock.readUnlock",345933,1,300000
"org.apache.ignite.internal.processors.cache.CacheGroupContext.sharedGroup",342085,0,1006721
"org.apache.ignite.internal.processors.cache.distributed.dht.GridDhtCacheAdapter.processNearSingleGetRequest",338555,3,95048
"org.apache.ignite.internal.processors.affinity.AffinityTopologyVersion.compareTo(org.apache.ignite.internal.processors.affinity.AffinityTopologyVersion)",335397,0,1380501
"org.apache.ignite.internal.processors.cache.distributed.dht.GridDhtCacheAdapter$5.apply",321971,3,95048
"org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2.readMessage",319100,0,400008
"org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2.writeLong",305767,0,400022
"org.apache.ignite.internal.pagemem.impl.PageMemoryNoStoreImpl.acquirePage",303822,0,304952
"org.apache.ignite.internal.processors.cache.distributed.dht.GridDhtGetSingleFuture.toEntryInfo",303441,3,95048
"org.apache.ignite.internal.managers.communication.GridIoMessage.writeTo",303135,3,100003
"java.lang.Object.getClass",299389,0,1776889
"org.apache.ignite.spi.communication.tcp.TcpCommunicationSpi.sendMessage0",296581,2,100003
"sun.misc.Unsafe.putByte",290335,0,2803116
"org.apache.ignite.internal.processors.metric.impl.LongAdderMetric.add0",289629,0,1111261
"org.apache.ignite.internal.processors.cache.persistence.tree.io.BPlusLeafIO.offset",282079,0,885013
"org.apache.ignite.internal.processors.tracing.MTC.span",282079,0,906284
"org.apache.ignite.internal.util.GridUnsafe.getLong",281254,0,904952
"org.apache.ignite.internal.direct.DirectMessageReader.isLastRead",276149,0,2405031
"org.apache.ignite.internal.pagemem.PageUtils.getLong",273042,0,904952
"org.apache.ignite.internal.direct.DirectMessageReader.setBuffer",269167,0,609916
"org.apache.ignite.internal.processors.metric.impl.LongAdderMetric.increment",256990,0,904975
"org.apache.ignite.internal.util.OffheapReadWriteLock.lockCount",255170,0,1519808
"org.apache.ignite.internal.util.nio.GridNioFilterAdapter.proceedSessionWrite",254902,0,300012
"org.apache.ignite.internal.processors.affinity.AffinityTopologyVersion.compareTo(java.lang.Object)",254710,0,1155414
"org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2.readShort",253084,0,400008
"org.apache.ignite.internal.pagemem.PageUtils.getByte",251021,0,794820
"org.apache.ignite.internal.util.GridUnsafe.getByte(long)",251016,0,794820
"org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2.writeShort",246691,0,415992
"org.apache.ignite.internal.processors.cache.GridCacheIoManager$1.onMessage",246604,2,100002
"org.apache.ignite.internal.processors.cache.persistence.CacheDataRowAdapter.readFullRow",246489,2,100000
"org.apache.ignite.internal.processors.cache.GridCacheIoManager.send",241903,2,100002
"org.apache.ignite.internal.util.GridUnsafe.getLongVolatile",240480,0,609904
"sun.misc.Unsafe.getShort",239967,0,1424760
"java.util.concurrent.locks.LockSupport.unpark",231126,2,96078
"org.apache.ignite.internal.processors.cache.GridCacheIoManager.handleMessage",230785,2,100002
"org.apache.ignite.internal.direct.DirectMessageReader.readLong",229606,0,490106
"org.apache.ignite.internal.processors.cache.distributed.dht.GridDhtGetSingleFuture.map",229423,2,95048
"org.apache.ignite.internal.util.nio.GridNioServer$DirectNioClientWorker.processWrite0",224899,2,80221
"java.util.concurrent.ConcurrentNavigableMap.putIfAbsent",223161,2,100167
"org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.PageLockTracker.lock0",221586,0,614856
"org.apache.ignite.spi.communication.tcp.internal.InboundConnectionHandler.onMessage",221578,2,103129
"org.apache.ignite.internal.managers.communication.GridIoManager.invokeListener",217621,2,100003
"org.apache.ignite.spi.communication.tcp.internal.ConnectionClientPool.reserveClient",215691,2,100003
"org.apache.ignite.spi.discovery.tcp.ServerImpl$MessageWorker.body",212639,106319,2
"org.apache.ignite.internal.direct.DirectMessageWriter.setBuffer",211781,0,501138
"org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.PageLockTracker.lock",209789,0,614856
"org.apache.ignite.internal.processors.cache.persistence.CacheDataRowAdapter.doInitFromLink",209077,2,100000
"org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2.writeMessage",206373,0,315989
"org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.PageLockTracker.onReadLock",205954,1,200000
"sun.misc.Unsafe.getInt",205801,0,1185013
"org.apache.ignite.internal.processors.cache.persistence.tree.io.AbstractDataPageIO.readPayload",199929,0,200000
"org.apache.ignite.internal.processors.cache.GridCacheIoManager.onMessageProcessed",199791,1,100002
"java.lang.Long.compare",199558,0,1682580
"org.apache.ignite.internal.direct.DirectMessageReader.readMessage",195666,0,400008
"org.apache.ignite.internal.processors.cache.distributed.dht.GridDhtGetSingleFuture.getAsync",194809,2,95048
"org.apache.ignite.internal.managers.communication.GridIoManager.send",192909,1,100003
"org.apache.ignite.internal.direct.DirectMessageReader.readInt",188950,0,400008
"org.apache.ignite.internal.util.nio.GridSelectorNioSessionImpl.offerFuture",187726,1,100004
"org.apache.ignite.internal.util.GridUnsafe.compareAndSwapLong",187706,0,609904
"org.apache.ignite.internal.processors.cache.GridCacheMessage.readFrom",186690,1,100002
"java.util.concurrent.atomic.LongAdder.add",185971,0,1111261
"org.apache.ignite.internal.util.OffheapReadWriteLock.writersWaitCount",184591,0,1214856
"org.apache.ignite.internal.processors.cache.tree.CacheDataTree.compare(org.apache.ignite.internal.processors.cache.persistence.tree.io.BPlusIO, long, int, java.lang.Object)",183733,0,585013
"org.apache.ignite.internal.processors.cache.GridCacheIoManager.onSend",179351,1,100002
"org.apache.ignite.internal.util.nio.GridDirectParser.decode",177799,1,103129
"org.apache.ignite.internal.processors.cache.GridCacheEventManager.isRecordable",176648,1,129712
"org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2.readBoolean",176145,0,300017
