,Hot Spot,#1,#2,#3,#5,#10,#20,#30
64,org.apache.ignite.internal.util.OffheapReadWriteLock.lockCount,0.0009601675736775374,0.0015948190160161673,0.0019155720843922297,0.0019931708550315346,0.0020498254238499464,0.002076506428698702,0.002104259201735891
65,org.apache.ignite.internal.processors.cache.GridCacheIoManager$1.onMessage,0.0009441729393745491,0.0015581423702644528,0.0019114857217870517,0.0019839929550472526,0.002031652201525286,0.0020671074174054525,0.0020436400088463475
66,org.apache.ignite.internal.util.GridUnsafe.getLongVolatile,0.0009357297457033394,0.0015394363046228507,0.001841061683205416,0.0019362170234936851,0.00198339713864753,0.0020090516459918997,0.0020220322988573425
67,org.apache.ignite.internal.pagemem.PageUtils.getByte,0.0009261026075712679,0.001523756794486936,0.001838345407087744,0.0018936738892501906,0.0019688887516509162,0.002004932005682888,0.0020012320256347833
68,org.apache.ignite.internal.util.GridUnsafe.getByte(long),0.0009168435547363234,0.0014936539574680041,0.0018289539421530367,0.001851688482619682,0.0019431761998985352,0.001977635061282419,0.0019890678152185526
69,org.apache.ignite.internal.processors.cache.persistence.CacheDataRowAdapter.readFullRow,0.0009121684919934333,0.0014909853816457855,0.001827496233855283,0.001840829197919781,0.00189982715227686,0.001976587841792103,0.0019543041518284435
70,org.apache.ignite.internal.processors.cache.GridCacheIoManager.send,0.0009088291614627976,0.0014810921249390231,0.0017914597729862278,0.0017709081993800104,0.0018893945318006818,0.0019027805044911522,0.0019390593946184919
71,sun.misc.Unsafe.getShort,0.0008947812050714185,0.001476854947231061,0.0017776155269671255,0.0017698009460307002,0.0018685544499009211,0.001895995214570427,0.001924551862282251
72,org.apache.ignite.internal.processors.cache.GridCacheIoManager.handleMessage,0.0008929673414422777,0.0014573027477921701,0.0017650696768635088,0.0017570060184386718,0.0018389757903997316,0.0018547728473607143,0.001898204849533676
73,org.apache.ignite.internal.direct.DirectMessageWriter.setBuffer,0.0008905273533386427,0.0014239390412929174,0.0017650059519106016,0.0017495505125533167,0.0018291721462384356,0.001851224417682784,0.0018723756494940166
74,org.apache.ignite.internal.processors.cache.distributed.dht.topology.GridDhtLocalPartition.state,0.0008759784973676683,0.0014145469561430107,0.0017334859970788482,0.001748213606657483,0.0018083152916369446,0.0018420158099332281,0.0018520054241144555
75,org.apache.ignite.internal.direct.DirectMessageReader.readLong,0.0008652812555882796,0.0014001106118169588,0.0017181123521899718,0.001734114580676267,0.0018052710462729154,0.001810253036962486,0.0018363745014944644
76,org.apache.ignite.internal.processors.cache.distributed.dht.GridDhtGetSingleFuture.map,0.0008622379111728592,0.0013687711177096818,0.001693801282655852,0.0017076143171827773,0.0017789211318547872,0.0017868074369685513,0.001807745602232022
77,org.apache.ignite.internal.direct.stream.v2.DirectByteBufferStreamImplV2.writeMessage,0.0008542728489185359,0.0013623665357363568,0.0016869667814565486,0.0016978212764488787,0.0017491328135819703,0.0017820733124958004,0.0018030852878517776
78,org.apache.ignite.internal.managers.communication.GridIoManager.invokeListener,0.0008409307055711323,0.0013516596888398936,0.001671099268182641,0.0016730516089309775,0.0017393543284732697,0.0017809482006467005,0.0017539720688840804
79,org.apache.ignite.internal.util.nio.GridNioServer$DirectNioClientWorker.processRead,0.0008379936125816867,0.0013375097282606163,0.0016654277473738947,0.001671599876761882,0.0017240073063901462,0.0017458879844874425,0.0017436333676789434
80,org.apache.ignite.spi.communication.tcp.internal.ConnectionClientPool.reserveClient,0.0008252510308522834,0.0013286839018827414,0.0016438887132912408,0.0016365122484037426,0.0017086686706578875,0.0017270639977813487,0.001723570319330095
81,org.apache.ignite.internal.util.worker.GridWorker.blockingSectionEnd,0.0008162727853574151,0.001320163985416194,0.0016405511188827232,0.0016292617894349264,0.0016744523591283006,0.001704830056701829,0.0017065702648017837
82,org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.PageLockTracker.lock0,0.000814770086618629,0.0013139156127592916,0.0016393323791583719,0.0016131697074249522,0.0016666027347185717,0.0016900564726524947,0.0016994964166087952
83,java.util.concurrent.atomic.AtomicLong.get,0.0007910342769946215,0.0013129588306962034,0.001592558263724443,0.0015913937248885192,0.0016517337346347585,0.0016867676841705107,0.0016948712081749182
84,org.apache.ignite.internal.util.nio.GridDirectParser.decode,0.0007792138058549279,0.0012669877306173462,0.0015914590082867928,0.0015815596747713128,0.0016495197380063736,0.0016736558037752315,0.0016941954187073497
85,org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.PageLockTracker.lock,0.0007765309573490648,0.0012579340989863552,0.0015896030190333688,0.0015793697737026772,0.0016262560007066003,0.0016628720394369358,0.0016859367448244685
86,org.apache.ignite.internal.processors.cache.GridCacheIoManager.onMessageProcessed,0.0007705201623939205,0.0012499348802412164,0.001558600829443987,0.001549014628178256,0.001610397411220706,0.0016590466591499963,0.0016502866562885883
87,sun.misc.Unsafe.getInt,0.0007669038192169934,0.0012450598478245289,0.001551774293863797,0.0015356291654665954,0.0016098942301688002,0.001621935277542764,0.0016393423775086173
88,org.apache.ignite.internal.processors.cache.persistence.CacheDataRowAdapter.doInitFromLink,0.000765996887402423,0.0012341056695103964,0.0015366396175483226,0.001534694151527178,0.0015864627658517252,0.0016197369820837536,0.0016137852485533038
89,java.util.concurrent.atomic.LongAdder.add,0.000760710878960178,0.0012319382652450335,0.0015051037314783423,0.0015303225512665682,0.0015781602784952814,0.0016132199880655059,0.0016136536012544267
90,org.apache.ignite.internal.direct.DirectMessageReader.readMessage,0.0007590374190010753,0.001224049694765694,0.0014953538136835316,0.0015300518893367368,0.001564255708760954,0.0016062789134272128,0.0016133639771968974
91,org.apache.ignite.internal.processors.cache.persistence.diagnostic.pagelocktracker.PageLockTracker.onReadLock,0.000751053383277828,0.0012056625564784546,0.0014951945013012636,0.0014900923462416327,0.0015516594097615816,0.0015950277949362142,0.00159775060755009
92,org.apache.ignite.internal.processors.cache.persistence.tree.io.AbstractDataPageIO.readPayload,0.0007463821152287228,0.0012010153293148835,0.0014871014322820415,0.0014800204417012412,0.0015320353487372595,0.0015891339397882374,0.0015844981127964763
93,org.apache.ignite.internal.processors.cache.GridCacheMessage.readFrom,0.0007403978831300722,0.0011977674772775976,0.0014813741521395017,0.0014578999803450227,0.0015301819651960737,0.0015503435451138868,0.0015652337247274814
94,org.apache.ignite.internal.processors.cache.distributed.dht.GridDhtGetSingleFuture.getAsync,0.0007403409627233,0.0011943634159238892,0.0014703815977629992,0.0014565876800791736,0.0015185920283005126,0.0015439477169870805,0.0015533766913419635
95,org.apache.ignite.internal.direct.DirectMessageReader.readInt,0.0007397945268182868,0.001188870054963029,0.0014635470965636956,0.0014497637186967585,0.0015003517151689313,0.001539300139579645,0.00153465644544166
96,org.apache.ignite.internal.binary.BinaryObjectImpl.writeTo,0.0007230333643707663,0.0011834027288882393,0.001428641753608744,0.0014475656157514614,0.0014899694127979437,0.0015200780363731005,0.0015217023512321675
97,org.apache.ignite.internal.managers.communication.GridIoManager.send,0.0007230181855956269,0.0011663368610690741,0.0014162791127447357,0.0014293082383028362,0.0014830339006325103,0.0015042658875399817,0.0015055097334703016
98,org.apache.ignite.internal.util.nio.GridNioServer.send0,0.0007177549453160908,0.001159750034893256,0.0014071106851452036,0.0014283896281167417,0.001480258018496164,0.0015023791615161066,0.001493284087647928
99,org.apache.ignite.internal.util.worker.CycleThread.run,0.22768207865736145,0.001158591482463122,0.0014031039787311596,0.0014256584031884434,0.00147505009460894,0.001474493697071493,0.0014814533837221853
